97.2222 0.00419923 0.308136
48.6111 0.0118772 2.46509
32.4074 0.0218198 8.31967
24.3056 0.0335938 19.7207
19.4444 0.0469488 38.517
16.2037 0.0617158 66.5574
13.8889 0.0777708 105.691
12.1528 0.0950177 157.766
10.8025 0.113379 224.631
9.72222 0.132791 308.136
8.83838 0.1532 410.129
8.10185 0.174559 532.459
7.47863 0.196827 676.975
6.94444 0.219969 845.525
6.48148 0.243953 1039.96
6.07639 0.268751 1262.12
5.71895 0.294336 1513.87
5.40123 0.320685 1797.05
5.11696 0.347776 2113.5
4.86111 0.37559 2465.09
4.62963 0.404109 2853.65
4.41919 0.433315 3281.03
4.22705 0.463192 3749.09
4.05093 0.493727 4259.67
3.88889 0.524904 4814.62
3.73932 0.556711 5415.8
3.60082 0.589136 6065.04
3.47222 0.622167 6764.2
3.35249 0.655793 7515.13
3.24074 0.690004 8319.67
3.1362 0.72479 9179.68
3.03819 0.760142 10097.0
2.94613 0.79605 11073.5
2.85948 0.832507 12111.0
2.77778 0.869504 13211.3
2.70062 0.907034 14376.4
2.62763 0.945088 15608.0
2.55848 0.98366 16908.0
2.49288 1.02274 18278.3
2.43056 1.06233 19720.7
2.37127 1.10242 21237.0
2.31481 1.14299 22829.2
2.26098 1.18406 24499.0
2.2096 1.2256 26248.3
2.16049 1.26762 28078.9
2.11353 1.31011 29992.7
2.06856 1.35306 31991.6
2.02546 1.39647 34077.4
1.98413 1.44034 36251.9
1.94444 1.48465 38517.0
1.90632 1.52941 40874.5
1.86966 1.57462 43326.4
1.83438 1.62026 45874.4
1.80041 1.66633 48520.3
1.76768 1.71283 51266.1
1.73611 1.75975 54113.6
1.70565 1.8071 57064.6
1.67625 1.85486 60121.0
1.64783 1.90304 63284.7
1.62037 1.95163 66557.4
1.59381 2.00062 69941.0
1.5681 2.05002 73437.4
1.54321 2.09981 77048.5
1.5191 2.15001 80776.0
1.49573 2.20059 84621.8
1.47306 2.25157 88587.9
1.45108 2.30294 92675.9
1.42974 2.35469 96887.8
1.40902 2.40682 101225.0
1.38889 2.45933 105691.0
1.36933 2.51222 110285.0
1.35031 2.56548 115011.0
1.33181 2.61911 119870.0
1.31381 2.67311 124864.0
1.2963 2.72748 129995.0
1.27924 2.78221 135264.0
1.26263 2.8373 140674.0
1.24644 2.89275 146227.0
1.23066 2.94856 151923.0
1.21528 3.00472 157766.0
1.20027 3.06124 163756.0
1.18564 3.1181 169896.0
1.17135 3.17531 176188.0
1.15741 3.23287 182633.0
1.14379 3.29077 189234.0
1.13049 3.34902 195992.0
1.1175 3.4076 202908.0
1.1048 3.46652 209986.0
1.09238 3.52578 217226.0
1.08025 3.58536 224631.0
1.06838 3.64529 232202.0
1.05676 3.70554 239942.0
1.0454 3.76612 247851.0
1.03428 3.82703 255933.0
1.02339 3.88826 264188.0
1.01273 3.94981 272619.0
1.00229 4.01169 281227.0
0.992063 4.07388 290015.0
0.982043 4.1364 298984.0
0.972222 4.19923 308136.0
