32.3817232401 1.00112 2.5731 4
149.901139412 7.64059 153.318 104
209.921677171 11.0725 314.913 204
256.254177038 13.7246 478.968 304
295.407658705 15.9666 644.313 404
329.94721761 17.9448 810.486 504
361.201594728 19.7349 977.25 604
389.955505164 21.3821 1144.46 704
416.7301285 22.916 1312.03 804
441.889796242 24.3571 1479.89 904
465.687981384 25.7206 1647.99 1004
488.327758785 27.0177 1816.3 1104
509.963433987 28.2573 1984.79 1204
530.721486284 29.4464 2153.44 1304
550.694107468 30.5907 2322.23 1404
569.967283275 31.695 2491.14 1504
588.613027382 32.7631 2660.17 1604
606.682783669 33.7985 2829.3 1704
624.229688498 34.8039 2998.53 1804
641.299692814 35.7817 3167.84 1904
