R_G^2, alpha^2, N (big fragment), # edges (b.f), avg. R_g^2 (s.f), avg. alpha^2 (s.f), avg. mass (s.f), # small fragments
1.11979, 1329.19, 1024, 1600, 0, 0, 0, 0
1.12172, 1326.56, 1024, 1599, 0, 0, 0, 0
1.12237, 1324.73, 1024, 1598, 0, 0, 0, 0
1.12367, 1321.88, 1024, 1597, 0.0, 0.0, 1.0, 1
1.12273, 1321.55, 1023, 1596, 0.0, 0.0, 1.0, 1
1.12561, 1316.66, 1023, 1595, 0.0, 0.0, 1.0, 1
1.12683, 1315.07, 1023, 1594, 0.0, 0.0, 1.0, 2
1.12581, 1315.19, 1022, 1593, 0.0, 0.0, 1.0, 2
1.1271, 1312.43, 1022, 1592, 0.0, 0.0, 1.0, 2
1.13582, 1302.03, 1022, 1591, 0.0, 0.0, 1.0, 2
1.13841, 1301.42, 1022, 1590, 0.0, 0.0, 1.0, 2
1.13996, 1298.78, 1022, 1589, 0.0, 0.0, 1.0, 2
1.14131, 1296.23, 1022, 1588, 0.0, 0.0, 1.0, 2
1.14324, 1293.51, 1022, 1587, 0.0, 0.0, 1.0, 2
1.14591, 1289.76, 1022, 1586, 0.0, 0.0, 1.0, 2
1.1473, 1287.21, 1022, 1585, 0.0, 0.0, 1.0, 2
1.14849, 1284.81, 1022, 1584, 0.0, 0.0, 1.0, 2
1.15015, 1282.14, 1022, 1583, 0.0, 0.0, 1.0, 2
1.15143, 1279.87, 1022, 1582, 0.0, 0.0, 1.0, 2
1.15242, 1277.43, 1022, 1581, 0.0, 0.0, 1.0, 2
1.15543, 1273.47, 1022, 1580, 0.0, 0.0, 1.0, 2
1.15778, 1270.79, 1022, 1579, 0.0, 0.0, 1.0, 2
1.16084, 1269.67, 1022, 1578, 0.0, 0.0, 1.0, 2
1.16224, 1266.72, 1022, 1577, 0.0, 0.0, 1.0, 2
1.16958, 1259.1, 1022, 1576, 0.0, 0.0, 1.0, 2
1.17474, 1257.24, 1022, 1575, 0.0, 0.0, 1.0, 2
1.17651, 1254.43, 1022, 1574, 0.0, 0.0, 1.0, 2
1.17781, 1252.39, 1022, 1573, 0.0, 0.0, 1.0, 2
1.17888, 1249.92, 1022, 1572, 0.0, 0.0, 1.0, 2
1.17994, 1247.48, 1022, 1571, 0.0, 0.0, 1.0, 2
1.18131, 1244.95, 1022, 1570, 0.0, 0.0, 1.0, 2
1.18464, 1240.91, 1022, 1569, 0.0, 0.0, 1.0, 2
1.18626, 1238.07, 1022, 1568, 0.0, 0.0, 1.0, 2
1.18759, 1236.04, 1022, 1567, 0.0, 0.0, 1.0, 2
1.18945, 1233.75, 1022, 1566, 0.0, 0.0, 1.0, 2
1.19066, 1231.71, 1022, 1565, 0.0, 0.0, 1.0, 2
1.1922, 1229.27, 1022, 1564, 0.0, 0.0, 1.0, 2
1.19346, 1226.71, 1022, 1563, 0.0, 0.0, 1.0, 2
1.19422, 1225.07, 1022, 1562, 0.0, 0.0, 1.0, 2
1.19915, 1220.56, 1022, 1561, 0.0, 0.0, 1.0, 3
1.19808, 1220.39, 1021, 1560, 0.0, 0.0, 1.0, 3
1.20067, 1217.15, 1021, 1559, 0.0, 0.0, 1.0, 3
1.2022, 1214.41, 1021, 1558, 0.0, 0.0, 1.0, 3
1.20458, 1210.44, 1021, 1557, 0.0, 0.0, 1.0, 3
1.20641, 1207.53, 1021, 1556, 0.0, 0.0, 1.0, 3
1.20762, 1205.93, 1021, 1555, 0.0, 0.0, 1.0, 3
1.21163, 1202.61, 1021, 1554, 0.0, 0.0, 1.0, 3
1.21701, 1200.4, 1021, 1553, 0.0, 0.0, 1.0, 3
1.21848, 1197.84, 1021, 1552, 0.0, 0.0, 1.0, 4
1.21751, 1197.79, 1020, 1551, 0.0, 0.0, 1.0, 4
1.2244, 1192.12, 1020, 1550, 0.0, 0.0, 1.0, 4
1.22523, 1190.71, 1020, 1549, 0.0, 0.0, 1.0, 4
1.22648, 1188.67, 1020, 1548, 0.0, 0.0, 1.0, 4
1.22727, 1187.16, 1020, 1547, 0.0, 0.0, 1.0, 4
1.22983, 1184.34, 1020, 1546, 0.0, 0.0, 1.0, 4
1.23152, 1182.13, 1020, 1545, 0.0, 0.0, 1.0, 4
1.23433, 1179.48, 1020, 1544, 0.0, 0.0, 1.0, 4
1.23585, 1176.93, 1020, 1543, 0.0, 0.0, 1.0, 5
1.23477, 1177.05, 1019, 1542, 0.0, 0.0, 1.0, 5
1.23635, 1175.01, 1019, 1541, 0.0, 0.0, 1.0, 5
1.23686, 1173.8, 1019, 1540, 0.0, 0.0, 1.0, 5
1.23785, 1172.09, 1019, 1539, 0.0, 0.0, 1.0, 5
1.23852, 1170.6, 1019, 1538, 0.0, 0.0, 1.0, 5
1.24167, 1166.32, 1019, 1537, 0.0, 0.0, 1.0, 5
1.24411, 1162.42, 1019, 1536, 0.0, 0.0, 1.0, 5
1.24552, 1159.62, 1019, 1535, 0.0, 0.0, 1.0, 5
1.25046, 1155.93, 1019, 1534, 0.0, 0.0, 1.0, 5
1.25266, 1155.05, 1019, 1533, 0.0, 0.0, 1.0, 5
1.2563, 1152.04, 1019, 1532, 0.0, 0.0, 1.0, 5
1.25889, 1149.3, 1019, 1531, 0.0, 0.0, 1.0, 5
1.26186, 1145.89, 1019, 1530, 0.0, 0.0, 1.0, 5
1.26358, 1143.17, 1019, 1529, 0.0, 0.0, 1.0, 5
1.26616, 1141.01, 1019, 1528, 0.0, 0.0, 1.0, 5
1.26804, 1139.24, 1019, 1527, 0.0, 0.0, 1.0, 5
1.26898, 1137.52, 1019, 1526, 0.0, 0.0, 1.0, 5
1.26972, 1135.88, 1019, 1525, 0.0, 0.0, 1.0, 5
1.27072, 1134.73, 1019, 1524, 0.0, 0.0, 1.0, 5
1.2741, 1132.4, 1019, 1523, 0.0, 0.0, 1.0, 5
1.27542, 1130.83, 1019, 1522, 0.0, 0.0, 1.0, 5
1.28319, 1132.77, 1019, 1521, 0.0, 0.0, 1.0, 5
1.28406, 1130.95, 1019, 1520, 0.0, 0.0, 1.0, 5
1.28664, 1128.42, 1019, 1519, 0.0, 0.0, 1.0, 5
1.29172, 1122.82, 1019, 1518, 0.0, 0.0, 1.0, 5
1.29357, 1120.05, 1019, 1517, 0.0, 0.0, 1.0, 5
1.295, 1117.6, 1019, 1516, 0.0, 0.0, 1.0, 5
1.29721, 1114.15, 1019, 1515, 0.0, 0.0, 1.0, 5
1.29831, 1112.2, 1019, 1514, 0.0, 0.0, 1.0, 5
1.30407, 1115.62, 1019, 1513, 0.0, 0.0, 1.0, 5
1.30683, 1111.74, 1019, 1512, 0.0, 0.0, 1.0, 5
1.3085, 1109.56, 1019, 1511, 0.0, 0.0, 1.0, 5
1.31543, 1103.66, 1019, 1510, 0.0, 0.0, 1.0, 5
1.31799, 1101.84, 1019, 1509, 0.0, 0.0, 1.0, 5
1.32135, 1098.85, 1019, 1508, 0.0, 0.0, 1.0, 5
1.32489, 1095.35, 1019, 1507, 0.0, 0.0, 1.0, 5
1.33145, 1093.98, 1019, 1506, 0.0, 0.0, 1.0, 5
1.33466, 1091.41, 1019, 1505, 0.0, 0.0, 1.0, 5
1.33598, 1089.09, 1019, 1504, 0.0, 0.0, 1.0, 5
1.34114, 1084.38, 1019, 1503, 0.0, 0.0, 1.0, 5
1.34181, 1082.81, 1019, 1502, 0.0, 0.0, 1.0, 5
1.3431, 1081.6, 1019, 1501, 0.0, 0.0, 1.0, 5
1.34463, 1079.66, 1019, 1500, 0.0, 0.0, 1.0, 5
1.34891, 1075.49, 1019, 1499, 0.0, 0.0, 1.0, 5
1.35195, 1073.87, 1019, 1498, 0.0, 0.0, 1.0, 5
1.35585, 1071.6, 1019, 1497, 0.0, 0.0, 1.0, 5
1.35808, 1069.09, 1019, 1496, 0.0, 0.0, 1.0, 5
1.36005, 1067.08, 1019, 1495, 0.0, 0.0, 1.0, 6
1.35934, 1066.53, 1018, 1494, 0.0, 0.0, 1.0, 6
1.36016, 1065.04, 1018, 1493, 0.0, 0.0, 1.0, 6
1.36901, 1057.88, 1018, 1492, 0.0, 0.0, 1.0, 6
1.37001, 1056.11, 1018, 1491, 0.0, 0.0, 1.0, 6
1.37753, 1052.1, 1018, 1490, 0.0, 0.0, 1.0, 6
1.37833, 1050.62, 1018, 1489, 0.0, 0.0, 1.0, 6
1.38111, 1046.74, 1018, 1488, 0.0, 0.0, 1.0, 6
1.38233, 1044.42, 1018, 1487, 0.0, 0.0, 1.0, 6
1.3849, 1042.29, 1018, 1486, 0.0, 0.0, 1.0, 6
1.39058, 1038.98, 1018, 1485, 0.0, 0.0, 1.0, 6
1.39751, 1035.73, 1018, 1484, 0.0, 0.0, 1.0, 6
1.39931, 1033.55, 1018, 1483, 0.0, 0.0, 1.0, 6
1.40142, 1031.73, 1018, 1482, 0.0, 0.0, 1.0, 6
1.40379, 1028.95, 1018, 1481, 0.0, 0.0, 1.0, 6
1.40572, 1026.73, 1018, 1480, 0.0, 0.0, 1.0, 6
1.40866, 1024.44, 1018, 1479, 0.0, 0.0, 1.0, 6
1.41133, 1022.22, 1018, 1478, 0.0, 0.0, 1.0, 6
1.41236, 1020.86, 1018, 1477, 0.0, 0.0, 1.0, 6
1.41356, 1018.53, 1018, 1476, 0.0, 0.0, 1.0, 7
1.4103, 1020.14, 1017, 1475, 0.0, 0.0, 1.0, 7
1.41307, 1017.36, 1017, 1474, 0.0, 0.0, 1.0, 7
1.42746, 1018.63, 1017, 1473, 0.0, 0.0, 1.0, 7
1.42882, 1016.47, 1017, 1472, 0.0, 0.0, 1.0, 7
1.43175, 1012.92, 1017, 1471, 0.0, 0.0, 1.0, 7
1.43531, 1010.04, 1017, 1470, 0.0, 0.0, 1.0, 7
1.43799, 1006.94, 1017, 1469, 0.0, 0.0, 1.0, 7
1.44094, 1003.98, 1017, 1468, 0.0, 0.0, 1.0, 7
1.44257, 1002.14, 1017, 1467, 0.0, 0.0, 1.0, 7
1.44412, 999.819, 1017, 1466, 0.0, 0.0, 1.0, 7
1.44518, 998.163, 1017, 1465, 0.0, 0.0, 1.0, 7
1.44655, 996.573, 1017, 1464, 0.0, 0.0, 1.0, 7
1.45047, 994.008, 1017, 1463, 0.0, 0.0, 1.0, 7
1.4517, 992.209, 1017, 1462, 0.0, 0.0, 1.0, 7
1.45484, 988.943, 1017, 1461, 0.0, 0.0, 1.0, 7
1.45745, 985.157, 1017, 1460, 0.0, 0.0, 1.0, 7
1.45871, 983.6, 1017, 1459, 0.0, 0.0, 1.0, 7
1.47429, 985.326, 1017, 1458, 0.0, 0.0, 1.0, 7
1.48047, 982.213, 1017, 1457, 0.0, 0.0, 1.0, 7
1.48164, 980.611, 1017, 1456, 0.0, 0.0, 1.0, 7
1.48619, 977.11, 1017, 1455, 0.0, 0.0, 1.0, 7
1.48809, 974.834, 1017, 1454, 0.0, 0.0, 1.0, 7
1.49057, 973.796, 1017, 1453, 0.0, 0.0, 1.0, 7
1.49306, 971.117, 1017, 1452, 0.0, 0.0, 1.0, 7
1.49517, 969.408, 1017, 1451, 0.0, 0.0, 1.0, 7
1.49811, 967.741, 1017, 1450, 0.0, 0.0, 1.0, 7
1.50653, 967.253, 1017, 1449, 0.0, 0.0, 1.0, 7
1.51132, 963.528, 1017, 1448, 0.0, 0.0, 1.0, 7
1.51718, 960.391, 1017, 1447, 0.0, 0.0, 1.0, 7
1.51833, 958.834, 1017, 1446, 0.0, 0.0, 1.0, 7
1.52152, 957.123, 1017, 1445, 0.0, 0.0, 1.0, 7
1.52317, 954.893, 1017, 1444, 0.0, 0.0, 1.0, 7
1.52891, 953.361, 1017, 1443, 0.0, 0.0, 1.0, 7
1.5325, 950.517, 1017, 1442, 0.0, 0.0, 1.0, 7
1.53439, 948.925, 1017, 1441, 0.0, 0.0, 1.0, 7
1.54072, 944.86, 1017, 1440, 0.0, 0.0, 1.0, 7
1.55084, 944.466, 1017, 1439, 0.0, 0.0, 1.0, 8
1.5473, 946.114, 1016, 1438, 0.0, 0.0, 1.0, 8
1.54925, 944.08, 1016, 1437, 0.0, 0.0, 1.0, 8
1.55171, 942.355, 1016, 1436, 0.0, 0.0, 1.0, 8
1.55447, 940.3, 1016, 1435, 0.0, 0.0, 1.0, 8
1.55575, 938.468, 1016, 1434, 0.0, 0.0, 1.0, 8
1.55769, 936.268, 1016, 1433, 0.0, 0.0, 1.0, 8
1.55932, 934.126, 1016, 1432, 0.0, 0.0, 1.0, 8
1.56059, 932.003, 1016, 1431, 0.0, 0.0, 1.0, 8
1.56255, 930.219, 1016, 1430, 0.0, 0.0, 1.0, 8
1.56524, 927.761, 1016, 1429, 0.0, 0.0, 1.0, 8
1.57082, 921.766, 1016, 1428, 0.0, 0.0, 1.0, 8
1.57424, 919.073, 1016, 1427, 0.0, 0.0, 1.0, 8
1.57921, 914.486, 1016, 1426, 0.0, 0.0, 1.0, 8
1.58152, 912.251, 1016, 1425, 0.0, 0.0, 1.0, 8
1.58337, 910.129, 1016, 1424, 0.0, 0.0, 1.0, 8
1.58575, 907.041, 1016, 1423, 0.0, 0.0, 1.0, 8
1.58736, 905.214, 1016, 1422, 0.0, 0.0, 1.0, 8
1.59235, 904.348, 1016, 1421, 0.0, 0.0, 1.0, 8
1.59624, 901.295, 1016, 1420, 0.0, 0.0, 1.0, 9
1.59444, 901.445, 1015, 1419, 0.0, 0.0, 1.0, 9
1.59745, 898.123, 1015, 1417, 0.025, 0.0659845, 1.1, 10
1.595, 898.005, 1013, 1416, 0.025, 0.0659845, 1.1, 10
1.59754, 896.128, 1013, 1415, 0.025, 0.0659845, 1.1, 10
1.6209, 893.489, 1013, 1414, 0.025, 0.0659845, 1.1, 10
1.62285, 891.867, 1013, 1413, 0.025, 0.0659845, 1.1, 10
1.62799, 889.989, 1013, 1412, 0.025, 0.0659845, 1.1, 10
1.62994, 888.063, 1013, 1411, 0.025, 0.0659845, 1.1, 10
1.63157, 886.196, 1013, 1410, 0.025, 0.0659845, 1.1, 10
1.63794, 882.063, 1013, 1409, 0.025, 0.0659845, 1.1, 10
1.64144, 878.837, 1013, 1408, 0.025, 0.0659845, 1.1, 10
1.66455, 883.646, 1013, 1407, 0.025, 0.0659845, 1.1, 10
1.6688, 880.122, 1013, 1406, 0.025, 0.0659845, 1.1, 10
1.67109, 877.67, 1013, 1405, 0.025, 0.0659845, 1.1, 10
1.68044, 871.694, 1013, 1404, 0.025, 0.0659845, 1.1, 10
1.68216, 869.752, 1013, 1403, 0.025, 0.0659845, 1.1, 10
1.6843, 867.379, 1013, 1402, 0.025, 0.0659845, 1.1, 10
1.68548, 866.219, 1013, 1401, 0.025, 0.0659845, 1.1, 10
1.69344, 864.081, 1013, 1400, 0.025, 0.0659845, 1.1, 10
1.70188, 857.61, 1013, 1399, 0.025, 0.0659845, 1.1, 10
1.70363, 855.59, 1013, 1398, 0.025, 0.0659845, 1.1, 10
1.70819, 851.214, 1013, 1397, 0.025, 0.0659845, 1.1, 10
1.7208, 846.247, 1013, 1396, 0.025, 0.0659845, 1.1, 10
1.73055, 844.68, 1013, 1395, 0.025, 0.0659845, 1.1, 10
1.73607, 841.806, 1013, 1394, 0.025, 0.0659845, 1.1, 10
1.74631, 837.063, 1013, 1393, 0.025, 0.0659845, 1.1, 10
1.74827, 835.427, 1013, 1392, 0.025, 0.0659845, 1.1, 10
1.75401, 835.382, 1013, 1391, 0.025, 0.0659845, 1.1, 10
1.75726, 831.06, 1013, 1390, 0.025, 0.0659845, 1.1, 10
1.75993, 828.726, 1013, 1389, 0.025, 0.0659845, 1.1, 10
1.77372, 824.582, 1013, 1388, 0.025, 0.0659845, 1.1, 10
1.77488, 823.258, 1013, 1387, 0.025, 0.0659845, 1.1, 10
1.78602, 820.169, 1013, 1386, 0.025, 0.0659845, 1.1, 10
1.78991, 817.616, 1013, 1385, 0.025, 0.0659845, 1.1, 10
1.79562, 815.916, 1013, 1384, 0.025, 0.0659845, 1.1, 10
1.7987, 813.204, 1013, 1383, 0.025, 0.0659845, 1.1, 10
1.81024, 811.055, 1013, 1382, 0.025, 0.0659845, 1.1, 10
1.81373, 807.844, 1013, 1381, 0.025, 0.0659845, 1.1, 10
1.81738, 804.479, 1013, 1380, 0.025, 0.0659845, 1.1, 10
1.82017, 802.213, 1013, 1379, 0.025, 0.0659845, 1.1, 10
1.83165, 797.74, 1013, 1378, 0.025, 0.0659845, 1.1, 10
1.83465, 795.603, 1013, 1377, 0.025, 0.0659845, 1.1, 10
1.84295, 790.422, 1013, 1376, 0.025, 0.0659845, 1.1, 10
1.84549, 788.472, 1013, 1375, 0.025, 0.0659845, 1.1, 10
1.84942, 786.523, 1013, 1374, 0.025, 0.0659845, 1.1, 10
1.85334, 785.171, 1013, 1373, 0.025, 0.0659845, 1.1, 10
1.85587, 783.771, 1013, 1372, 0.025, 0.0659845, 1.1, 10
1.85882, 781.924, 1013, 1371, 0.025, 0.0659845, 1.1, 10
1.86103, 780.057, 1013, 1370, 0.025, 0.0659845, 1.1, 10
1.8722, 776.954, 1013, 1369, 0.025, 0.0659845, 1.1, 10
1.87279, 776.065, 1013, 1368, 0.025, 0.0659845, 1.1, 10
1.87425, 774.283, 1013, 1367, 0.025, 0.0659845, 1.1, 10
1.89552, 777.813, 1013, 1366, 0.0227272727273, 0.0599859090909, 1.09090909091, 11
1.89264, 777.598, 1012, 1365, 0.0227272727273, 0.0599859090909, 1.09090909091, 11
1.89467, 775.729, 1012, 1364, 0.0208333333333, 0.0549870833333, 1.08333333333, 12
1.89343, 774.924, 1011, 1363, 0.0208333333333, 0.0549870833333, 1.08333333333, 12
1.89571, 773.319, 1011, 1362, 0.0192307692308, 0.0507573076923, 1.07692307692, 13
1.89387, 773.467, 1010, 1361, 0.0192307692308, 0.0507573076923, 1.07692307692, 13
1.90316, 771.236, 1010, 1360, 0.0192307692308, 0.0507573076923, 1.07692307692, 13
1.90966, 769.314, 1010, 1359, 0.0192307692308, 0.0507573076923, 1.07692307692, 13
1.93167, 767.944, 1010, 1358, 0.0192307692308, 0.0507573076923, 1.07692307692, 13
1.97165, 768.49, 1010, 1357, 0.0192307692308, 0.0507573076923, 1.07692307692, 13
1.9747, 766.858, 1010, 1356, 0.0192307692308, 0.0507573076923, 1.07692307692, 13
1.98833, 762.034, 1010, 1354, 0.0357142857143, 0.0942635714286, 1.14285714286, 14
1.98431, 761.652, 1008, 1353, 0.0357142857143, 0.0942635714286, 1.14285714286, 14
1.98651, 760.025, 1008, 1352, 0.0357142857143, 0.0942635714286, 1.14285714286, 14
1.99002, 757.888, 1008, 1351, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
1.98846, 757.673, 1007, 1350, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
1.98977, 756.586, 1007, 1349, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
1.99956, 755.817, 1007, 1348, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.00656, 751.407, 1007, 1347, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.01055, 748.751, 1007, 1346, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.0252, 742.428, 1007, 1345, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.05656, 750.245, 1007, 1344, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.0671, 745.27, 1007, 1343, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.0796, 744.463, 1007, 1342, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.08159, 743.259, 1007, 1341, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.08557, 741.379, 1007, 1340, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.09605, 736.133, 1007, 1339, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.10562, 731.417, 1007, 1338, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.11681, 728.249, 1007, 1337, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.11941, 726.118, 1007, 1336, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.14796, 721.473, 1007, 1335, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.1495, 720.106, 1007, 1334, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.17947, 711.023, 1007, 1333, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.18117, 709.69, 1007, 1332, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.18857, 707.481, 1007, 1331, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.19841, 704.557, 1007, 1330, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.19988, 703.847, 1007, 1329, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.20109, 702.972, 1007, 1328, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.20297, 701.345, 1007, 1327, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.20494, 699.383, 1007, 1326, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.21064, 696.148, 1007, 1325, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.21737, 693.0, 1007, 1324, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.22754, 686.48, 1007, 1323, 0.0333333333333, 0.0879793333333, 1.13333333333, 15
2.23121, 684.515, 1007, 1322, 0.03125, 0.082480625, 1.125, 16
2.23036, 684.068, 1006, 1321, 0.03125, 0.082480625, 1.125, 16
2.23269, 682.461, 1006, 1320, 0.03125, 0.082480625, 1.125, 16
2.34554, 653.88, 1006, 1319, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.34377, 653.93, 1005, 1318, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.34833, 651.838, 1005, 1317, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.35278, 649.136, 1005, 1316, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.35765, 648.236, 1005, 1315, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.35912, 647.304, 1005, 1314, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.36081, 645.93, 1005, 1313, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.36366, 645.059, 1005, 1312, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.3737, 641.775, 1005, 1311, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.3789, 639.203, 1005, 1310, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.38143, 637.932, 1005, 1309, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.38405, 636.448, 1005, 1308, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.39069, 634.631, 1005, 1307, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.3991, 632.15, 1005, 1306, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.41271, 629.617, 1005, 1305, 0.0294117647059, 0.0776288235294, 1.11764705882, 17
2.41378, 628.821, 1005, 1303, 0.0416666666667, 0.109974166667, 1.16666666667, 18
2.40807, 629.524, 1003, 1302, 0.0416666666667, 0.109974166667, 1.16666666667, 18
2.42283, 627.822, 1003, 1301, 0.0416666666667, 0.109974166667, 1.16666666667, 18
2.42617, 625.942, 1003, 1300, 0.0416666666667, 0.109974166667, 1.16666666667, 18
2.43295, 623.157, 1003, 1299, 0.0416666666667, 0.109974166667, 1.16666666667, 18
2.43717, 621.966, 1003, 1298, 0.0394736842105, 0.104186052632, 1.15789473684, 19
2.43686, 621.312, 1002, 1297, 0.0394736842105, 0.104186052632, 1.15789473684, 19
2.44295, 618.871, 1002, 1296, 0.0394736842105, 0.104186052632, 1.15789473684, 19
2.44482, 617.585, 1002, 1290, 0.0605, 0.19059075, 1.35, 20
2.43676, 617.182, 997, 1289, 0.0605, 0.19059075, 1.35, 20
2.44033, 614.511, 997, 1288, 0.0605, 0.19059075, 1.35, 20
2.45696, 609.498, 997, 1287, 0.0605, 0.19059075, 1.35, 20
2.46091, 608.3, 997, 1286, 0.0605, 0.19059075, 1.35, 20
2.46326, 606.552, 997, 1285, 0.0605, 0.19059075, 1.35, 20
2.46419, 605.791, 997, 1284, 0.0605, 0.19059075, 1.35, 20
2.4705, 602.978, 997, 1283, 0.0605, 0.19059075, 1.35, 20
2.47452, 601.128, 997, 1282, 0.0605, 0.19059075, 1.35, 20
2.47588, 599.847, 997, 1281, 0.0605, 0.19059075, 1.35, 20
2.4991, 596.764, 997, 1280, 0.0605, 0.19059075, 1.35, 20
2.52898, 594.908, 997, 1279, 0.0605, 0.19059075, 1.35, 20
2.5356, 591.596, 997, 1278, 0.0605, 0.19059075, 1.35, 20
2.5383, 589.791, 997, 1277, 0.057619047619, 0.181515, 1.33333333333, 21
2.53773, 589.378, 996, 1276, 0.055, 0.173264318182, 1.31818181818, 22
2.53795, 588.625, 995, 1275, 0.055, 0.173264318182, 1.31818181818, 22
2.54405, 588.658, 995, 1274, 0.055, 0.173264318182, 1.31818181818, 22
2.55318, 587.252, 995, 1273, 0.055, 0.173264318182, 1.31818181818, 22
2.55493, 586.523, 995, 1272, 0.055, 0.173264318182, 1.31818181818, 22
2.5727, 583.028, 995, 1271, 0.055, 0.173264318182, 1.31818181818, 22
2.57464, 581.992, 995, 1270, 0.055, 0.173264318182, 1.31818181818, 22
2.61204, 581.069, 995, 1269, 0.055, 0.173264318182, 1.31818181818, 22
2.61792, 578.611, 995, 1268, 0.055, 0.173264318182, 1.31818181818, 22
2.6241, 576.37, 995, 1267, 0.055, 0.173264318182, 1.31818181818, 22
2.63226, 572.146, 995, 1266, 0.055, 0.173264318182, 1.31818181818, 22
2.63453, 570.796, 995, 1265, 0.055, 0.173264318182, 1.31818181818, 22
2.6545, 564.599, 995, 1264, 0.055, 0.173264318182, 1.31818181818, 22
2.66812, 561.016, 995, 1263, 0.055, 0.173264318182, 1.31818181818, 22
2.66934, 560.573, 995, 1262, 0.055, 0.173264318182, 1.31818181818, 22
2.67203, 559.346, 995, 1261, 0.055, 0.173264318182, 1.31818181818, 22
2.73138, 558.834, 995, 1260, 0.055, 0.173264318182, 1.31818181818, 22
2.7736, 562.058, 995, 1259, 0.055, 0.173264318182, 1.31818181818, 22
2.77567, 560.89, 995, 1258, 0.055, 0.173264318182, 1.31818181818, 22
2.78201, 560.124, 995, 1257, 0.0526086956522, 0.165731086957, 1.30434782609, 23
2.78134, 559.592, 994, 1256, 0.0526086956522, 0.165731086957, 1.30434782609, 23
2.78277, 558.915, 994, 1252, 0.0764583333333, 0.200538958333, 1.41666666667, 24
2.77707, 557.269, 990, 1251, 0.0764583333333, 0.200538958333, 1.41666666667, 24
2.79856, 554.123, 990, 1250, 0.0734, 0.1925174, 1.4, 25
2.79611, 553.804, 989, 1249, 0.0734, 0.1925174, 1.4, 25
2.8014, 552.942, 989, 1248, 0.0734, 0.1925174, 1.4, 25
2.80719, 552.655, 989, 1247, 0.0734, 0.1925174, 1.4, 25
2.81563, 550.283, 989, 1246, 0.0734, 0.1925174, 1.4, 25
2.81869, 548.93, 989, 1245, 0.0734, 0.1925174, 1.4, 25
2.82639, 545.56, 989, 1244, 0.0734, 0.1925174, 1.4, 25
2.83053, 544.575, 989, 1243, 0.0734, 0.1925174, 1.4, 25
2.83804, 542.625, 989, 1242, 0.0734, 0.1925174, 1.4, 25
2.8445, 541.998, 989, 1241, 0.0734, 0.1925174, 1.4, 25
2.85233, 539.931, 989, 1240, 0.0705769230769, 0.185112884615, 1.38461538462, 26
2.85163, 539.372, 988, 1227, 0.111494444444, 0.273339814815, 1.77777777778, 27
2.74802, 550.099, 976, 1226, 0.111494444444, 0.273339814815, 1.77777777778, 27
2.75687, 548.257, 976, 1225, 0.111494444444, 0.273339814815, 1.77777777778, 27
2.7652, 545.417, 976, 1224, 0.1075125, 0.263577678571, 1.75, 28
