1.34552 7.02496 230256.0
1.02281 8.35596 439158.0
0.852699 9.56314 693630.0
0.742151 10.7219 994142.0
0.662497 11.8613 1341610.0
0.601433 12.9953 1737240.0
0.55264 14.1313 2182450.0
0.512473 15.2737 2678760.0
0.47866 16.425 3227790.0
0.44969 17.5871 3831200.0
0.424518 18.7611 4490700.0
0.40239 19.9477 5208030.0
0.382747 21.1474 5984960.0
0.365165 22.3607 6823270.0
0.349315 23.5877 7724740.0
0.334936 24.8285 8691180.0
0.32182 26.0833 9724410.0
0.309797 27.3521 10826200.0
0.298729 28.6349 11998500.0
0.288499 29.9316 13243000.0
0.279011 31.2423 14561500.0
0.270181 32.5669 15956000.0
0.261941 33.9053 17428200.0
0.25423 35.2575 18980000.0
0.246995 36.6233 20613200.0
0.240193 38.0027 22329700.0
0.233782 39.3956 24131200.0
0.22773 40.802 26019800.0
0.222005 42.2217 27997000.0
0.21658 43.6546 30065000.0
0.211431 45.1007 32225400.0
0.206537 46.5598 34480100.0
0.201878 48.0319 36831000.0
0.197438 49.5169 39279800.0
0.1932 51.0148 41828600.0
0.18915 52.5253 44479000.0
0.185276 54.0484 47233000.0
0.181566 55.5841 50092400.0
0.178009 57.1322 53059000.0
0.174596 58.6927 56134700.0
0.171318 60.2654 59321400.0
0.168167 61.8504 62620800.0
0.165135 63.4475 66034900.0
0.162215 65.0566 69565400.0
0.159402 66.6777 73214300.0
0.156689 68.3106 76983300.0
0.15407 69.9554 80874400.0
0.151541 71.6119 84889400.0
0.149097 73.28 89030000.0
0.146734 74.9598 93298200.0
0.144447 76.651 97695900.0
0.142234 78.3537 102225000.0
0.140089 80.0678 106887000.0
0.138011 81.7932 111684000.0
0.135996 83.5298 116618000.0
0.13404 85.2775 121690000.0
0.132143 87.0364 126903000.0
0.130299 88.8063 132258000.0
0.128509 90.5872 137758000.0
0.126768 92.379 143403000.0
0.125075 94.1817 149197000.0
0.123428 95.9951 155140000.0
0.121826 97.8193 161235000.0
0.120265 99.6542 167483000.0
0.118746 101.5 173887000.0
0.117265 103.356 180448000.0
0.115822 105.222 187167000.0
0.114415 107.099 194048000.0
0.113042 108.987 201091000.0
0.111703 110.884 208299000.0
0.110396 112.792 215673000.0
0.10912 114.711 223216000.0
0.107874 116.639 230928000.0
0.106657 118.578 238813000.0
0.105468 120.526 246871000.0
0.104305 122.485 255105000.0
0.103169 124.454 263516000.0
0.102057 126.432 272107000.0
0.10097 128.421 280879000.0
0.0999059 130.419 289833000.0
0.0988647 132.427 298973000.0
0.0978454 134.445 308300000.0
0.0968473 136.472 317815000.0
0.0958699 138.51 327520000.0
0.0949123 140.557 337418000.0
0.0939741 142.613 347510000.0
0.0930546 144.679 357798000.0
0.0921532 146.754 368283000.0
0.0912695 148.839 378969000.0
0.0904029 150.934 389856000.0
0.0895529 153.037 400946000.0
0.088719 155.15 412241000.0
0.0879007 157.272 423744000.0
0.0870977 159.404 435455000.0
0.0863095 161.545 447378000.0
0.0855356 163.695 459512000.0
0.0847758 165.854 471862000.0
0.0840295 168.022 484427000.0
0.0832965 170.199 497211000.0
0.0825763 172.385 510215000.0
